Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
JPMorgan Chase Bank,0,Colonial Boulevard & State Route 82 Banking Center Branch,7201,11/17/2010,,5767 Lee Boulevard,Lehigh Acres,Lee,FL,33971,26.62067,-81.76219,,3432,9920,15264,25685,31734,38589
JPMorgan Chase Bank,0,Cypress & Market Banking Center Branch,7203,11/16/2010,,910 Cypress Avenue,Redding,Shasta,CA,96001,40.57473,-122.38186,,2124,7668,13428,17292,21692,30158
JPMorgan Chase Bank,0,Grant Street & Broadway Banking Center Branch,7204,11/10/2010,,1846 North Broadway,Santa Maria,Santa Barbara,CA,93454,34.97361,-120.43552,,2282,4430,8242,10990,12275,13327
JPMorgan Chase Bank,0,Green Valley Parkway & Horizon Ridge Banking Center Branch,7206,11/09/2010,,705 South Green Valley Parkway,Henderson,Clark,NV,89052,36.00283,-115.08333,,8675,14934,27251,37443,41906,51356
JPMorgan Chase Bank,0,South Norfolk & East Hillsdale Blvd Banking Center Branch,7207,11/23/2010,,2900 South Norfolk Street,San Mateo,San Mateo,CA,94403,37.54576,-122.28471,,8913,21636,30495,50538,75003,100898
JPMorgan Chase Bank,0,Santa Monica Robertson Banking Center Branch,7208,11/19/2010,,"8951 Santa Monica Boulevard, Suite F",West Hollywood,Los Angeles,CA,90069,34.08412,-118.38539,,8428,23866,48058,53749,66037,89379
JPMorgan Chase Bank,0,Sahara Pavilion South Bakning Center Branch,7210,01/31/2011,,2520 S Decatur Blvd,Las Vegas,Clark,NV,89102,36.14347,-115.20801,,40180,53402,68376,74937,81653,95448
JPMorgan Chase Bank,0,Congress & Mary Banking Center Branch,7211,02/01/2011,,1811 South Congress Avenue,Austin,Travis,TX,78704,30.24542,-97.75123,,3443,16657,28540,44147,60709,75283
JPMorgan Chase Bank,0,Colorado & Arroyo Parkway Banking Center Branch,7212,02/01/2011,,132 East Colorado Boulevard,Pasadena,Los Angeles,CA,91105,34.14575,-118.15327,,2180,11634,16081,31995,26277,40223
JPMorgan Chase Bank,0,Bressi Ranch Banking Center Branch,7213,02/01/2011,,2663 Gateway Road,Carlsbad,San Diego,CA,92009,33.12793,-117.24893,,7085,16543,22490,37695,38918,51338
JPMorgan Chase Bank,0,Gulf To Bay Road & Belcher Banking Center Branch,7214,02/01/2011,,533 South Belcher Road,Clearwater,Pinellas,FL,33764,27.96006,-82.74606,,4669,11126,15804,20260,24424,31574
JPMorgan Chase Bank,0,Mission & 21st Street Banking Center,7215,02/15/2011,,2500 Mission Street,San Francisco,San Francisco,CA,94110,37.75684,-122.41888,,2709,8978,18165,19200,22492,31525
JPMorgan Chase Bank,0,Nob Hill & 64th Banking Ctr Branch,7216,02/15/2011,,6550 West Nob Hill Blvd,Yakima,Yakima,WA,98908,46.58562,-120.59616,,849,7496,7583,11222,12291,14802
JPMorgan Chase Bank,0,Durango & Dorrell Banking Ctr Branch,7218,02/15/2011,,7000 North Durango Drive,Las Vegas,Clark,NV,89149,36.28825,-115.28765,,3586,13492,26883,36440,44950,56681
JPMorgan Chase Bank,0,Suntree Branch,7220,02/07/2011,,7797 North Wickham Rd,Melbourne,Brevard,FL,32940,28.2307,-80.6994,,5743,18237,26503,33783,39477,45021
JPMorgan Chase Bank,0,Stoneridge Towne Center Bnkg Ctr Brh,7222,03/29/2011,,27060 Fir Avenue,Moreno Valley,Riverside,CA,92555,33.90463,-117.10751,,1310,4494,7685,10817,15615,20466
JPMorgan Chase Bank,0,Academy & Montebello Bnkg Ctr Branch,7223,03/29/2011,,2550 Montebello Drive West,Colorado Springs,El Paso,CO,80918,38.90752,-104.78152,,2922,10976,14599,15203,19715,26904
JPMorgan Chase Bank,0,East Manalanpan Bnkg Ctr Branch,7224,03/16/2011,,4413 US Highway 9,Freehold,Monmouth,NJ,7728,40.28655,-74.29475,,10696,25975,39316,49839,63995,79191
JPMorgan Chase Bank,0,Pioneer Road Walmart Bnkg Ctr Branch,7226,03/15/2011,,2610 Pioneer Road,Saint George,Washington,UT,84790,37.06431,-113.58456,,1354,4251,6728,10001,11138,15041
JPMorgan Chase Bank,0,Sample Road & Hwy 441 Bnk Ctr Branch,7227,03/09/2011,,6260 West Sample Rd,Coral Springs,Broward,FL,33067,26.27376,-80.20715,,2685,13161,20539,26696,33184,38283
JPMorgan Chase Bank,0,Sunrise Village & Pulallup Banking Center Branch,7228,03/08/2011,,10222 156th Street East,Puyallup,Pierce,WA,98374,47.11466,-122.29289,,1864,6277,9245,12003,16590,19941
JPMorgan Chase Bank,0,San Juan & Sunset Banking Center Branch,7229,03/08/2011,,4802 San Juan Avenue,Fair Oaks,Sacramento,CA,95628,38.65277,-121.29201,,2426,7154,8937,12718,16506,17907
JPMorgan Chase Bank,0,Peachtree Rd & Peachtree Avenue Banking Center,7230,03/08/2011,,"2900 Peachtree Rd, NW",Atlanta,Fulton,GA,30305,33.83368,-84.38316,,4391,23960,34053,48168,67912,60870
JPMorgan Chase Bank,0,Bellflower & Stearns Banking Center Branch,7232,03/01/2011,,2220 North Bellflower Boulevard,Long Beach,Los Angeles,CA,90815,33.79681,-118.12522,,2837,14914,22504,31202,39887,49116
JPMorgan Chase Bank,0,Santa Monica & LA Brea Banking Center Branch,7233,04/05/2011,,7073 Santa Monica Boulevard,West Hollywood,Los Angeles,CA,90038,34.09077,-118.34333,,1846,11539,19697,25997,36631,43595
JPMorgan Chase Bank,0,NW 11th and Lovejoy Branch,7236,04/05/2011,,1035 Northwest Lovejoy Street,Portland,Multnomah,OR,97209,45.53014,-122.68171,,2048,8095,10725,20477,31131,34752
JPMorgan Chase Bank,0,Hickory Flat & Hickory Banking Center Branch,7237,04/05/2011,,6782 Hickory Flat Highway,Canton,Cherokee,GA,30115,34.16987,-84.41413,,1131,5991,11553,15165,19425,23296
JPMorgan Chase Bank,0,Esplanade & San Jacinto Bnk Ctr Brh,7238,04/19/2011,,1579 South San Jacinto Avenue,San Jacinto,Riverside,CA,92583,33.77184,-116.95864,,1433,6933,10457,14168,16076,21107
JPMorgan Chase Bank,0,Lithia Pinecrest & Bloomingdale Banking Center,7239,04/18/2011,,3414 Lithia Pinecrest Road,Valrico,Hillsborough,FL,33596,27.89249,-82.24276,,9283,13296,17732,22391,24579,33742
JPMorgan Chase Bank,0,Stockton Street Chinatown Sf Banking Center,7240,05/17/2011,,1318 Stockton Street,San Francisco,San Francisco,CA,94133,37.79793,-122.40869,,2510,19826,28311,41592,52962,58110
JPMorgan Chase Bank,0,Bath Beach Banking Center Branch,7241,05/17/2011,,1640 86th Street,Brooklyn,Kings,NY,11214,40.60949,-74.0064,,4797,14431,26511,32435,43096,56279
JPMorgan Chase Bank,0,Willcox & College Banking Ctr Branch,7242,05/17/2011,,1864 North College Avenue,Fort Collins,Larimer,CO,80524,40.6114,-105.07641,,1007,6484,10363,14414,16231,21088
JPMorgan Chase Bank,0,Hanley & Waters Banking Ctr Branch,7243,05/18/2011,,7319 West Waters Avenue,Tampa,Hillsborough,FL,33634,28.02592,-82.56109,,1364,10974,18780,21176,27482,30749
JPMorgan Chase Bank,0,Eastern & Warm Springs Bnkg Ctr Brh,7245,06/07/2011,,7265 South Esatern Avenue,Las Vegas,Clark,NV,89119,36.05765,-115.11844,,970,10858,15551,19730,22762,27299
JPMorgan Chase Bank,0,Long Grove Banking Center Branch,7254,07/06/2011,,4198 Illinois 83,Long Grove,Lake,IL,60047,42.20145,-88.04727,,,18316,28793,105434,118545,146782
JPMorgan Chase Bank,0,Mcginnis Ferry & 141 Banking Center Branch,7255,07/05/2011,,3695 Peachtree Parkway,Suwanee,Forsyth,GA,30024,34.06949,-84.16751,,,26873,47371,82475,96663,127653
JPMorgan Chase Bank,0,Benbrook Branch,7256,07/05/2011,,8820 Benbrook Highway,Benbrook,Tarrant,TX,76126,32.67595,-97.46706,,,7260,11025,13702,17826,21272
JPMorgan Chase Bank,0,Hampden and Tamarac Branch,7260,11/30/2010,,7293 E Hampden Ave,Denver,Denver,CO,80224,39.65315,-104.90405,,4516,13392,18769,20334,26763,32534
JPMorgan Chase Bank,0,Northfield and Hwy 267 Branch,7262,12/08/2010,,1073 N Green St,Brownsburg,Hendricks,IN,46112,39.85102,-86.39526,,5578,11192,16482,22204,27633,35553
JPMorgan Chase Bank,0,Via Linda and Pima Frys Branch,7263,09/01/2010,,8900 E Via Linda,Scottsdale,Maricopa,AZ,85258,33.5688,-111.888,,3678,5805,8420,11126,12144,13375
JPMorgan Chase Bank,0,Sawmill and Emerald Parkway Branch,7264,04/13/2011,,7675 Sawmill Rd,Dublin,Franklin,OH,43016,40.12281,-83.09019,,2835,11665,15968,22203,27179,36436
JPMorgan Chase Bank,0,Telegraph and 700 West Branch,7265,12/10/2010,,715 W Telegraph,Washington,Washington,UT,84780,37.12805,-113.52106,,8108,13142,19930,24399,26226,32924
JPMorgan Chase Bank,0,Busse Highway and Greenwood Branch,7266,01/18/2011,,500 Busse Hwy,Park Ridge,Cook,IL,60068,42.01603,-87.84079,,20146,40296,69308,86470,107975,131650
JPMorgan Chase Bank,0,The Landings Branch,7267,12/08/2010,,16767 Torrence Ave,Lansing,Cook,IL,60438,41.59151,-87.55861,,2612,5533,7640,10388,13927,16469
JPMorgan Chase Bank,0,Orchard and Oak Branch,7268,12/07/2010,,140 Hansen Blvd,North Aurora,Kane,IL,60542,41.80569,-88.37116,,2211,5676,8521,12093,17624,16747
JPMorgan Chase Bank,0,Northwest Hwy and Smith St Branch,7269,09/30/2010,,190 W Northwest Hwy,Palatine,Cook,IL,60067,42.12244,-88.04829,,11487,29481,69195,82038,91187,111325
JPMorgan Chase Bank,0,Randall and Harnish Branch,7270,09/23/2010,,1000 S Randall Rd,Algonquin,McHenry,IL,60102,42.16284,-88.33564,,11236,18539,25828,33313,37874,48576
JPMorgan Chase Bank,0,Federal Way Marketplace Branch,7271,09/01/2010,,34624 16th Ave S,Federal Way,King,WA,98003,47.29124,-122.31343,,2229,4734,6657,9494,11120,20155
JPMorgan Chase Bank,0,Andresen and 63rd Branch,7272,11/23/2010,,Ne 6712 63rd St,Vancouver,Clark,WA,98661,45.66796,-122.6042,,1942,7883,10469,37969,44049,48858
JPMorgan Chase Bank,0,Queensgate and Duportail Branch,7273,12/01/2010,,2701 Queensgate Dr,Richland,Benton,WA,99352,46.25932,-119.31097,,3334,8147,10188,14616,16133,19780
JPMorgan Chase Bank,0,Bowyer Marketplace Branch,7274,12/07/2010,,11602 Ne 119th St,Vancouver,Clark,WA,98662,45.70801,-122.55349,,2067,5424,8267,45024,47809,51573
JPMorgan Chase Bank,0,Evergreen Way Branch,7275,06/14/2011,,4815 Evergreen Way,Everett,Snohomish,WA,98203,47.95281,-122.21345,,867,15005,12066,14331,15206,17307
JPMorgan Chase Bank,0,Avenida De Los Arboles and Erbes Branch,7289,11/30/2010,,2072 Avenida De Los Arboles,Thousand Oaks,Ventura,CA,91362,34.21152,-118.84047,,7031,16685,27556,40238,51675,60588
JPMorgan Chase Bank,0,Jefferson and Figueroa Branch,7291,08/24/2010,,"3335 S Figueroa St, Ste N",Los Angeles,Los Angeles,CA,90007,34.02167,-118.28019,,5613,15185,24912,35168,49033,67680
JPMorgan Chase Bank,0,Avocado and Chase Branch,7292,12/01/2010,,1133 Avocado Blvd,El Cajon,San Diego,CA,92020,32.78,-116.95792,,4791,12875,19488,25156,32244,45699
JPMorgan Chase Bank,0,Los Gatos Union Ave Branch,7293,08/17/2010,,15521 Union Ave,Los Gatos,Santa Clara,CA,95032,37.24317,-121.93126,,6157,15490,20004,31147,35968,37737
JPMorgan Chase Bank,0,Sepulveda and Rosecrans Branch,7295,01/19/2011,,780-A S Sepulveda Blvd,El Segundo,Los Angeles,CA,90245,33.90533,-118.39606,,2285,6444,11551,17707,20665,23983
JPMorgan Chase Bank,0,Beverly and LA Cienega Branch,7296,05/04/2011,,"100 N LA Cienega Blvd, Ste B114",Los Angeles,Los Angeles,CA,90048,34.07418,-118.37648,,1485,8512,16668,21617,32032,44421
JPMorgan Chase Bank,0,Montana and 7th Branch,7297,04/26/2011,,"625 Montana Avenue, Suite G",Santa Monica,Los Angeles,CA,90403,34.02665,-118.50204,,4278,25803,55013,51068,68966,88347
JPMorgan Chase Bank,0,Bonita Point Plaza Branch,7299,12/07/2010,,770 Otay Lakes Rd,Chula Vista,San Diego,CA,91910,32.64572,-117.00096,,8477,10254,13945,13621,16280,20689
JPMorgan Chase Bank,0,Copperfield and W Capitol Expwy Branch,7301,01/18/2011,,555 W Capitol Expwy,San Jose,Santa Clara,CA,95136,37.27463,-121.85388,,4510,16036,24891,32235,43926,53297
JPMorgan Chase Bank,0,Bailey Rd and W Leland Rd Branch,7303,04/12/2011,,670 Bailey Rd,Bay Point,Contra Costa,CA,94565,38.01574,-121.94204,,1309,7342,10210,13763,17151,23084
JPMorgan Chase Bank,0,Windsor Lakewood Branch,7304,01/18/2011,,9084 Brooks Rd,Windsor,Sonoma,CA,95492,38.55499,-122.80734,,3696,15105,16594,25917,29407,42768
JPMorgan Chase Bank,0,Mission St and Almar Ave Branch,7305,01/18/2011,,2111 Mission St,Santa Cruz,Santa Cruz,CA,95060,36.96247,-122.04396,,7104,13588,16271,23860,29378,33149
JPMorgan Chase Bank,0,Rancho Pkwy and West Branch,7306,04/26/2011,,900 Rancho Pkwy,Arroyo Grande,San Luis Obispo,CA,93420,35.13178,-120.59227,,1177,8672,16357,23300,32698,44916
JPMorgan Chase Bank,0,Douglas and Harding Branch,7307,11/17/2010,,1137 Roseville Square,Roseville,Placer,CA,95678,38.74593,-121.274,,3935,8568,11800,16187,20484,24048
JPMorgan Chase Bank,0,Pch and Crenshaw Branch,7308,04/12/2011,,2549-A Pacific Coast Hwy,Torrance,Los Angeles,CA,90505,33.78971,-118.32945,,1989,12517,20256,24596,33829,40845
JPMorgan Chase Bank,0,Jackson and Amador Branch,7309,01/18/2011,,255 W Jackson St,Hayward,Alameda,CA,94544,37.65213,-122.0901,,3153,8829,15721,20728,26569,34489
JPMorgan Chase Bank,0,Pch and Island Branch,7314,12/10/2010,,317 West Pacific Coast Highway,Wilmington,Los Angeles,CA,90744,33.79102,-118.2665,,3456,8274,11206,15399,20725,24853
JPMorgan Chase Bank,0,Blue Oaks and Woodcreek Oaks Branch,7315,06/28/2011,,"9075 Woodcreek Oaks Blvd, Ste 160",Roseville,Placer,CA,95747,38.79251,-121.32877,,199,12407,17919,28978,33120,41161
JPMorgan Chase Bank,0,Foothill and Citrus Branch,7316,04/14/2011,,16120 Foothill Blvd,Fontana,San Bernardino,CA,92335,34.10662,-117.45306,,1524,9129,13823,20325,26059,28820
JPMorgan Chase Bank,0,Yorba Linda Blvd and Valley View Branch,7317,06/28/2011,,17490 Yorba Linda Blvd,Yorba Linda,Orange,CA,92886,33.88835,-117.82879,,253,12715,22069,37637,41702,54506
JPMorgan Chase Bank,0,State College LA Palma Branch,7318,12/08/2010,,555 N State College Blvd,Anaheim,Orange,CA,92806,33.84694,-117.88927,,4132,13072,19717,25101,30805,37339
JPMorgan Chase Bank,0,LA Tijera and Centinela Branch,7319,12/14/2010,,5309 W Centinela Ave,Los Angeles,Los Angeles,CA,90045,33.97728,-118.37307,,2978,7600,13620,17450,27144,35804
JPMorgan Chase Bank,0,Green Valley and Francisco Branch,7321,11/30/2010,,"2215 Francisco Dr, Ste 110",El Dorado Hills,El Dorado,CA,95762,38.71074,-121.08557,,86884,16093,18214,25025,27501,32157
JPMorgan Chase Bank,0,College Station South Branch,7322,12/07/2010,,919 William D Fitch Pkwy,College Station,Brazos,TX,77845,30.55727,-96.26061,,4036,9788,18347,28143,39986,50630
JPMorgan Chase Bank,0,Silber and Shavelson Branch,7323,04/13/2011,,1102 Silber Rd,Houston,Harris,TX,77055,29.78819,-95.46803,,914,7054,13870,22752,27894,35640
JPMorgan Chase Bank,0,Summerwood Branch,7324,06/15/2011,,12702 W Lake Houston Pkwy,Houston,Harris,TX,77044,29.92459,-95.18407,,484,5724,11685,16886,21209,26584
JPMorgan Chase Bank,0,Long Beach Branch,7325,09/20/2010,,220 E Park Ave,Long Beach,Nassau,NY,11561,40.58833,-73.67058,,152421,178586,205241,236454,235916,310976
JPMorgan Chase Bank,0,Cortlandt Manor Branch,7326,09/24/2010,,3394 Crompond Rd,Yorktown Heights,Westchester,NY,10598,41.29111,-73.83317,,8123,16847,26482,31435,38881,47937
JPMorgan Chase Bank,0,Columbus and 97th Branch,7327,11/29/2010,,775 Columbus Ave,New York City,New York,NY,10025,40.79425,-73.96646,,19565,51030,69909,77512,86993,112629
JPMorgan Chase Bank,0,Greenburgh Branch,7328,12/06/2010,,409 Tarrytown Rd,White Plains,Westchester,NY,10607,41.04307,-73.79916,,4329,15705,22895,53994,63554,84924
JPMorgan Chase Bank,0,Shirley South Port Center Branch,7329,12/16/2010,,645 William Floyd Pkwy,Shirley,Suffolk,NY,11967,40.80208,-72.86824,,3561,9731,12835,26616,23241,30216
JPMorgan Chase Bank,0,Mattituck Branch,7330,12/17/2010,,10300 Main Rd,Mattituck,Suffolk,NY,11952,40.98507,-72.53817,,8962,17663,27797,32700,43981,51468
JPMorgan Chase Bank,0,Eliot Ave Branch,7331,12/17/2010,,74-07 Eliot Ave,Middle Village,Queens,NY,11379,40.72208,-73.88559,,11607,28947,45942,59327,77702,90773
JPMorgan Chase Bank,0,Van Dyke and Dale Mabry Branch,7332,12/07/2010,,3995 Van Dyke Rd,Lutz,Hillsborough,FL,33558,28.12784,-82.50551,,4522,15505,21802,31508,42102,55035
JPMorgan Chase Bank,0,Trammel and Hwy 20 Branch,7333,01/20/2011,,1710 Buford Hwy,Cumming,Forsyth,GA,30041,34.16241,-84.11667,,4991,13806,20970,27772,40905,57293
JPMorgan Chase Bank,0,Holcomb Bridge and Old Alabama Branch,7334,01/19/2011,,1475-B Holcomb Bridge Rd,Roswell,Fulton,GA,30076,34.02001,-84.31721,,4865,10132,12443,16143,22759,26588
JPMorgan Chase Bank,0,Aloma Ave and Sr 417 Branch,7335,12/15/2010,,5403 Deep Lake Road,Oviedo,Seminole,FL,32765,28.61792,-81.26171,,4723,10212,14490,21864,24208,32459
JPMorgan Chase Bank,0,Shallowford and Johnson Ferry Branch,7336,12/09/2010,,"4401 Shallowford Rd, Ste 190",Roswell,Cobb,GA,30075,34.02719,-84.41946,,4214,13306,17891,26517,35178,38120
JPMorgan Chase Bank,0,Johnson Ferry and Woodlawn Dr Branch,7337,12/01/2010,,1088 Johnson Ferry Rd,Marietta,Cobb,GA,30068,33.97599,-84.41521,,5874,16066,26074,34137,40294,53551
JPMorgan Chase Bank,0,Ridge and Hwy 20 Branch,7338,04/26/2011,,1495 Buford Dr,Lawrenceville,Gwinnett,GA,30043,34.00588,-83.98785,,2554,8403,13178,18670,20825,25585
JPMorgan Chase Bank,0,Indiana and Dearborn Branch,7339,12/06/2010,,11 N Indiana Ave,Englewood,Sarasota,FL,34223,26.96238,-82.353,,6357,18343,35499,36372,44335,48990
JPMorgan Chase Bank,0,Jacaranda Plaza Branch,7340,05/03/2011,,8285 W Sunrise Blvd,Plantation,Broward,FL,33322,26.14866,-80.26042,,4147,19994,33870,39051,41748,48238
JPMorgan Chase Bank,0,Beachland and A1a Branch,7341,01/18/2011,,"660 Beachland Blvd, Ste 102",Vero Beach,Indian River,FL,32963,27.65344,-80.36141,,6910,21065,24303,37422,53775,62169
JPMorgan Chase Bank,0,Hollywood Palms Branch,7342,04/26/2011,,6975 Taft St,Hollywood,Broward,FL,33024,26.02441,-80.22711,,1951,8324,12320,15088,16193,19232
JPMorgan Chase Bank,0,US 41 and Jacaranda Blvd Branch,7343,04/14/2011,,4203 Tamiami Trail South,Venice,Sarasota,FL,34293,27.04987,-82.39512,,3030,16659,27624,41328,50431,71111
JPMorgan Chase Bank,0,Lakewood Ranch and State Rd 70 Branch,7344,04/08/2011,,6020 Lakewood Ranch Blvd,Bradenton,Manatee,FL,34211,27.43358,-82.4284,,1652,8541,18198,25459,34831,55611
JPMorgan Chase Bank,0,George Bush and Federal Branch,7345,04/25/2011,,525 Ne 7th St,Delray Beach,Palm Beach,FL,33483,26.47158,-80.06624,,3778,15290,23019,34887,43716,54270
JPMorgan Chase Bank,0,Sugar Hill Branch,7346,06/28/2011,,5900 Suwanee Dam Rd,Sugar Hill,Gwinnett,GA,30518,34.11972,-84.07642,,384,9622,15766,19602,25681,30785
JPMorgan Chase Bank,0,US 41 and Corkscrew Rd Branch,7347,05/10/2011,,21331 S Tamiami Trl,Estero,Lee,FL,33928,26.42948,-81.81063,,5176,27040,46573,59254,72406,83967
JPMorgan Chase Bank,0,Dale Mabry and Neptune Branch,7348,05/10/2011,,1322 S Dale Mabry Hwy,Tampa,Hillsborough,FL,33629,27.93061,-82.50582,,2469,25331,37496,46818,47101,57095
JPMorgan Chase Bank,0,Powder Springs and Macland Branch,7349,06/21/2011,,1740 Powder Springs Rd Sw,Marietta,Cobb,GA,30064,33.9046,-84.60438,,142,8071,13054,16081,15940,19593
JPMorgan Chase Bank,0,Homestead Biscayne Branch,7350,08/25/2010,,13701 Sw 288th St,Homestead,Miami-Dade,FL,33033,25.49968,-80.41247,,6435,10395,15519,19515,23228,29666
JPMorgan Chase Bank,0,Crabapple and Rucker Rd Branch,7351,12/01/2010,,250 Rucker Rd,Alpharetta,Fulton,GA,30004,34.07772,-84.35412,,6728,17842,27421,25474,31290,37997
JPMorgan Chase Bank,0,Brickell Ave and Se 15th St Branch,7353,05/31/2011,,1450 Brickell Ave`,Miami,Miami-Dade,FL,33131,25.75912,-80.19264,,3766,69370,121746,166032,223991,285027
JPMorgan Chase Bank,0,New Braunfels West Branch,7354,06/01/2011,,1695 W State Highway 46,New Braunfels,Comal,TX,78132,29.71633,-98.15992,,1120,6237,20299,23761,36378,37927
JPMorgan Chase Bank,0,Pelandale and Chapman Branch,7355,06/21/2011,,"3601 Pelandale Ave, Ste C-1",Modesto,Stanislaus,CA,95356,37.70027,-121.06219,,143,5857,10786,16600,22582,27238
JPMorgan Chase Bank,0,Lake and Mill Branch,7356,07/01/2010,,600 West Lake St.,Addison,DuPage,IL,60101,41.92725,-87.97332,,15343,24966,33914,41480,51578,59575
JPMorgan Chase Bank,0,Manchester Plaza Branch,7357,09/27/2010,,1059 Rte 70,Manchester,Ocean,NJ,8759,39.96768,-74.3817,,9220,19965,33071,41772,45049,52733
JPMorgan Chase Bank,0,Bergen Mall Branch,7358,12/02/2010,,177 W Spring Valley Ave,Maywood,Bergen,NJ,7607,40.91508,-74.06225,,3675,11212,19353,26409,31124,36339
JPMorgan Chase Bank,0,Aberdeen Shoprite Branch,7360,06/30/2011,,318 Lloyd Road,Matawan,Monmouth,NJ,7747,40.39639,-74.2221,,78,9461,14723,21290,27360,33982
JPMorgan Chase Bank,0,Branchburg Shoprite Branch,7361,06/30/2011,,3166 State Hwy 22 W,Branchburg,Somerset,NJ,8876,40.60317,-74.6915,,120,6932,10136,14739,16815,21159
JPMorgan Chase Bank,0,Westchase Countryway Branch,7362,04/27/2011,,11650 Countryway Blvd,Tampa,Hillsborough,FL,33626,28.06936,-82.6305,,1904,13725,24348,27090,59038,105878
JPMorgan Chase Bank,0,Cape Coral Pkwy and Chiquita Blvd Branch,7363,06/20/2011,,1624 Cape Coral Pkwy W,Cape Coral,Lee,FL,33914,26.56263,-82.00702,,1253,14319,27928,44437,53843,75528
JPMorgan Chase Bank,0,Towne Pointe Center Branch,7364,05/05/2011,,"357 New Jersey Hwy 9 S, Ste 1",Manalapan,Monmouth,NJ,7726,40.2826,-74.343,,4552,19388,32388,51385,60536,78683
JPMorgan Chase Bank,0,Peter Cooper Branch,7365,07/01/2010,,333 E 23rd St,New York City,New York,NY,10010,40.73758,-73.98008,,322436,343143,393607,407837,388120,402845
JPMorgan Chase Bank,0,Fitzgerald & Appian Way Bnkg Ctr Branch,7366,09/06/2011,,1541 Fitzgerald Drive,Pinole,Contra Costa,CA,94564,37.99173,-122.30354,,,8257,17048,22847,25477,31846
JPMorgan Chase Bank,0,Old Milton Parkway and Haynes Bridge Road Branch,7367,09/06/2011,,11798 Haynes Bridge Road,Alpharetta,Fulton,GA,30009,34.07081,-84.2938,,,11976,14888,15692,18560,23377
JPMorgan Chase Bank,0,US 19 & Marine Banking Center Branch,7368,09/06/2011,,5029 Hs Hwy 19,New Port Richey,Pasco,FL,34652,28.23771,-82.73425,,,14688,21022,29003,31118,37779
JPMorgan Chase Bank,0,Veterans Memorial & Antoine Banking Center,7369,09/07/2011,,12103 Veterans Memorial Drive,Houston,Harris,TX,77067,29.96135,-95.47827,,,4203,7850,11011,15604,20761
JPMorgan Chase Bank,0,Cal Poly Student Union Bk Ctr Branch,7370,09/08/2011,,"1 Grand Avenue, Bldg 65, Room 103",San Luis Obispo,San Luis Obispo,CA,93407,35.29603,-120.65301,,,718,2390,4592,6888,7323
JPMorgan Chase Bank,0,East 4th Avenue & El Camino Real Banking Center,7371,08/30/2011,,66 East 4th Avenue,San Mateo,San Mateo,CA,94401,37.56359,-122.32321,,,9071,17100,31202,40476,55516
JPMorgan Chase Bank,0,Polinciana Banking Center Branch,7372,09/19/2011,,860 Cypress Pkwy,Kissimmee,Osceola,FL,34759,28.14654,-81.45074,,,37745,44441,50008,57783,68456
JPMorgan Chase Bank,0,Colorado & Central Banking Center Branch,7373,09/13/2011,,224 West Colorado Street,Glendale,Los Angeles,CA,91204,34.14252,-118.25671,,,15660,18652,32787,30896,46124
JPMorgan Chase Bank,0,Cleveland & Schnoor Banking Center Branch,7374,09/13/2011,,2147 West Cleveland Avenue,Madera,Madera,CA,93637,36.97468,-120.08292,,,6186,10117,15386,29336,29164
JPMorgan Chase Bank,0,Farmington Station Park Banking Center Branch,7375,09/13/2011,,100 North Station Pkwy,Farmington,Davis,UT,84025,40.98476,-111.8812,,,3144,6527,12031,15841,18376
JPMorgan Chase Bank,0,Wilsonville & Boone Ferry Banking Center,7378,09/15/2011,,"30060 Sw Boone Ferry Rd, Ste 42",Wilsonville,Clackamas,OR,97070,45.31003,-122.76936,,,2749,4536,7244,8119,9499
JPMorgan Chase Bank,0,Panama & Stine Banking Center Branch,7379,09/15/2011,,4814 Panama Lane,Bakersfield,Kern,CA,93313,35.29598,-119.0558,,,7579,11934,17310,32531,42385
JPMorgan Chase Bank,0,Lakewood Ranch & State Route 64 Bank Branch,7380,09/27/2011,,11030 State Route 64 East,Bradenton,Manatee,FL,34212,27.48517,-82.43239,,,7312,10652,18461,23085,29037
JPMorgan Chase Bank,0,Friendship & Spout Springs Banking Center Branch,7381,09/27/2011,,7354 Spout Springs Rd,Flowery Branch,Hall,GA,30542,34.11479,-83.87498,,,10179,16127,19368,25603,32455
JPMorgan Chase Bank,0,Herndon & Marks Banking Center Branch,7382,09/27/2011,,7045 North Marks Avenue,Fresno,Fresno,CA,93711,36.83773,-119.84754,,,8668,13075,15802,19597,40081
JPMorgan Chase Bank,0,Artesia Blvd & Normandie Banking Center Branch,7383,09/27/2011,,1310 West Artesia Blvd,Gardena,Los Angeles,CA,90248,33.87271,-118.29471,,,5467,14230,22224,31009,57766
JPMorgan Chase Bank,0,Douglas & Auburn Folsom Banking Center Branch,7384,09/27/2011,,6987 Douglas Blvd,Granite Bay,Placer,CA,95746,38.74356,-121.17172,,,16077,24598,38770,52998,58961
JPMorgan Chase Bank,0,Colfax & Garrison Banking Center Branch,7385,09/27/2011,,9210 West Colfax Avenue,Lakewood,Jefferson,CO,80215,39.74031,-105.10025,,,3416,7147,12340,14260,18963
